epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,217.302,0,12.8984,0,0,0,0,0,0.10367,0.29581,0.21495,0.000369414,0.000369414,0.000369414
2,497.413,0,0.00303,0,0,0,0,0,0.10545,0.23971,0.09144,0.000732424,0.000732424,0.000732424
