epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,545.914,2.29156,3.76575,2.01118,0.56213,0.1468,0.10475,0.04203,2.47629,3.59691,2.36986,0.000369414,0.000369414,0.000369414
2,1151.35,2.39366,3.36277,2.13093,0.32511,0.14011,0.07474,0.03611,2.4373,3.54131,2.33396,0.000732424,0.000732424,0.000732424
